nivel,ventas
1,1980
1,374
1,1364
1,2618
1,1914
1,550
1,572
1,3300
1,1210
1,836
1,4356
1,1672
1,3674
1,924
1,6468
1,1232
1,594
1,1386
1,924
1,0
1,17702
1,6754
1,770
1,4752
1,2046
1,48363
1,3256
1,946
1,990
1,3124
1,8316
1,3344
1,3784
1,13794
1,10648
1,3520
1,660
1,418
1,8424
1,0
1,792
1,770
1,1650
1,770
1,3894
1,660
1,1320
1,2046
1,3498
1,3982
1,3278
1,154
1,1364
1,1056
1,1210
1,880
1,9545
1,814
1,550
1,1496
1,1716
1,1760
1,902
1,968
1,3102
1,2178
1,2860
1,462
1,2002
1,880
1,814
1,594
1,3542
1,682
1,4730
1,836
1,9215
1,858
1,1606
1,1628
1,3146
1,3168
1,638
1,1760
1,902
1,1628
1,1210
1,2640
1,5588
1,3366
1,5785
1,42056
1,1034
1,660
1,2618
1,1188
1,2794
1,264
1,1738
1,4224
1,6182
1,1540
1,6996
1,2771
1,3388
1,2310
1,550
1,3520
1,1232
1,6996
1,770
1,7875
1,990
1,3498
1,726
1,5918
1,101533
1,152662
1,3124
1,5477
1,2486
1,2134
1,2882
1,5764
1,2970
1,3014
1,28138
1,2772
1,1650
1,1408
1,16825
1,2530
1,26723
1,104238
1,2926
1,2134
1,902
1,1474
1,1408
1,1804
1,484
1,792
1,1540
1,990
1,3674
1,616
1,1122
1,1826
1,3959
1,1056
1,1452
1,3916
1,10799
1,12100
1,1892
1,1980
1,1166
1,264
1,4289
1,3806
1,5676
1,3058
1,2860
1,902
1,2442
1,2332
1,5060
1,2112
1,1408
1,3124
1,1672
1,990
1,990
1,990
1,902
1,902
1,1188
1,2046
1,1408
1,1210
1,968
1,10120
1,4202
1,10513
1,6971
1,176
1,12296
1,8534
1,3300
1,0
1,1122
1,3080
1,1034
1,1980
1,11395
1,1914
1,990
1,8689
1,1078
1,15000
1,25139
1,990
1,2816
1,946
1,1034
1,836
1,638
1,638
1,1122
1,814
1,1254
1,2090
1,5588
1,2508
1,1210
1,1188
1,1892
1,660
1,946
1,748
1,1100
1,1254
1,660
1,704
1,0
1,506
1,660
1,3014
1,1298
1,1122
1,2926
1,2595
1,1408
1,1408
1,1364
1,3848
1,1606
1,1628
1,8245
1,2398
1,682
1,66
1,594
1,814
1,3300
1,1738
1,4972
